stt,ma_ck,url,datetime,ngay_su_kien,nhan_duyen,nhan_an,nhan_final,nguon_nhan
305,GAS,https://cafef.vn/dai-gia-nganh-khi-viet-nam-om-luong-tien-mat-khong-lo-lon-hon-von-hoa-duc-giang-pv-power-va-nhieu-ngan-hang-188240731111715922.chn,7/31/2024 11:10,7/31/2024,,trung_tinh,trung_tinh,an
306,FPT,https://cafef.vn/niem-vui-cua-co-dong-fpt-188241129113611511.chn,11/29/2024 11:35,11/29/2024,,tich_cuc,tich_cuc,an
307,HPG,https://cafef.vn/du-an-hang-nghin-ty-cua-tap-doan-hoa-phat-hpg-tai-hung-yen-vua-bi-thanh-tra-chinh-phu-diem-ten-vi-pham-188240228104718735.chn,2/28/2024 10:55,2/28/2024,tieu_cuc,,tieu_cuc,duyen
308,VHM,https://cafef.vn/vinhomes-huy-dong-15000-ty-dong-trai-phieu-188250818170251322.chn,8/18/2025 17:02,8/19/2025,trung_tinh,,trung_tinh,duyen
309,STB,https://cafef.vn/sacombank-uoc-lai-truoc-thue-nam-2023-dat-9500-ty-dong-188231222104029746.chn,12/22/2023 10:40,12/22/2023,trung_tinh,,trung_tinh,duyen
310,VRE,https://cafef.vn/vincom-retail-thanh-toan-gan-93-ty-dong-lai-trai-phieu-trong-nua-dau-nam-2025-188250725072352675.chn,7/25/2025 7:23,7/25/2025,,trung_tinh,trung_tinh,an
311,VCB,https://cafef.vn/ngan-hang-dat-gia-nhat-viet-nam-lap-2-ky-luc-lien-tiep-trong-mot-ngay-188250312150104174.chn,3/12/2025 15:00,3/13/2025,,trung_tinh,trung_tinh,an
312,STB,https://cafef.vn/sacombank-danh-tieng-thau-tom-cong-ty-chung-khoan-mot-cai-ten-bat-ngo-tang-tran-188250422153046152.chn,4/22/2025 15:45,4/23/2025,,trung_tinh,trung_tinh,an
313,VPB,https://cafef.vn/vpbank-lap-ky-luc-moi-trong-nhom-ngan-hang-tu-nhan-tong-tai-san-vuot-11-trieu-ty-dong-casa-tang-truong-40-trong-6-thang-dau-nam-188250722145938433.chn,7/22/2025 14:59,7/22/2025,,tich_cuc,tich_cuc,an
314,FPT,https://cafef.vn/dai-hoc-fpt-tuyen-1000-sinh-vien-nganh-thiet-ke-vi-mach-ban-dan-cap-hoc-bong-tu-50-den-100-188240617163107185.chn,6/17/2024 16:31,6/18/2024,,trung_tinh,trung_tinh,an
315,FPT,https://cafef.vn/fpt-bao-lai-sau-thue-11-thang-tang-truong-19-thu-ve-gan-1-ty-usd-tu-nuoc-ngoai-1882312150942061.chn,12/15/2023 9:41,12/15/2023,,tich_cuc,tich_cuc,an
316,MWG,https://cafef.vn/the-gioi-di-dong-lap-2-cong-ty-con-quan-ly-chuoi-nha-thuoc-an-khang-va-avakids-188251107085057243.chn,11/7/2025 9:10,11/7/2025,,trung_tinh,trung_tinh,an
317,GAS,https://cafef.vn/nhan-vien-cua-ty-phu-pham-nhat-vuong-dem-ve-hon-130-ty-dong-loi-nhuan-moi-nguoi-vuot-mat-hang-loat-ctck-bat-dong-san-188260309072942067.chn,3/9/2026 7:29,3/9/2026,,trung_tinh,trung_tinh,an
318,VIC,https://cafef.vn/chuan-bi-cho-du-an-dat-do-o-235-nguyen-trai-vingroup-da-ho-tro-bao-nhieu-cho-tong-cong-ty-thuoc-la-viet-nam-de-di-doi-nha-may-188250627073426508.chn,6/27/2025 7:34,6/27/2025,trung_tinh,,trung_tinh,duyen
319,MWG,https://cafef.vn/dat-muc-tieu-doanh-thu-10-ty-usd-chuoi-bach-hoa-xanh-ram-ro-mo-gan-tram-cua-hang-ngay-tu-dau-nam-2025-188250225133120936.chn,2/25/2025 13:31,2/25/2025,trung_tinh,,trung_tinh,duyen
320,MWG,https://cafef.vn/lan-dau-tien-tgdd-dong-cua-bot-topzone-chuoi-tung-duoc-ky-vong-vuon-len-thong-tri-trong-so-cac-nha-ban-le-cua-apple-tai-viet-nam-188231103192029656.chn,11/3/2023 19:20,11/6/2023,trung_tinh,,trung_tinh,duyen
321,POW,https://cafef.vn/pv-power-bao-doanh-thu-sut-giam-13-trong-thang-2-chot-xong-gia-dien-cho-nha-may-dien-nhon-trach-3-va-4-188240312103111915.chn,3/12/2024 10:17,3/12/2024,tieu_cuc,,tieu_cuc,duyen
322,VIC,https://cafef.vn/dhcd-vingroup-thang-5-se-niem-yet-vinpearl-vinfast-neu-dat-ke-hoach-ban-200000-xe-se-hoa-von-tai-viet-nam-188250424095655272.chn,4/24/2025 9:56,4/24/2025,,trung_tinh,trung_tinh,an
323,MWG,https://cafef.vn/trong-khi-mwg-vui-ve-voi-nhieu-chien-tich-frt-tuyen-bo-rut-khoi-cuoc-chien-gia-chuyen-huong-tang-hau-mai-cho-khach-mua-iphone-gia-nhap-mang-di-dong-ao-188231121080714762.chn,11/21/2023 8:08,11/21/2023,,trung_tinh,trung_tinh,an
324,FPT,https://cafef.vn/fpt-can-moc-doanh-thu-1-ty-usd-xuat-khau-phan-mem-188231222141317729.chn,12/22/2023 14:08,12/22/2023,tich_cuc,,tich_cuc,duyen
325,POW,https://cafef.vn/pv-power-pow-co-hon-900-ty-dong-no-xau-phat-sinh-them-hon-300-ty-no-xau-cua-pvi-188250731212457176.chn,7/31/2025 21:24,8/1/2025,trung_tinh,,trung_tinh,duyen
326,HPG,https://cafef.vn/hoa-phat-bat-ngo-trinh-phuong-an-khong-tra-co-tuc-tien-mat-truoc-lo-ngai-chinh-sach-thue-quan-188250408230247187.chn,4/9/2025 0:01,4/9/2025,trung_tinh,,trung_tinh,duyen
327,VJC,https://cafef.vn/hang-khong-troi-day-1-dai-dien-co-von-hoa-vuot-10-ty-usd-co-phieu-vietnam-airlines-tang-130-sieu-du-an-san-bay-long-thanh-tao-cu-hich-18824061102330846.chn,6/11/2024 7:11,6/11/2024,tich_cuc,trung_tinh,trung_tinh,bat_dong_uu_tien_an
328,FPT,https://cafef.vn/vua-mua-3-cong-ty-cua-my-fpt-lai-mua-them-1-cong-ty-tu-van-cua-phap-188231206123718111.chn,12/6/2023 12:35,12/6/2023,trung_tinh,,trung_tinh,duyen
329,FPT,https://cafef.vn/ong-truong-gia-binh-thanh-nien-my-nhat-ban-han-quoc-ngai-lam-trong-nganh-ban-dan-vi-vat-va-se-la-co-hoi-cho-nguoi-tre-viet-nam-188240117101040477.chn,1/17/2024 10:12,1/17/2024,trung_tinh,,trung_tinh,duyen
330,HPG,https://cafef.vn/pho-thu-tuong-mong-muon-hoa-phat-nghien-cuu-san-xuat-thep-phuc-vu-du-an-duong-sat-cao-toc-bac-nam-188250116093842858.chn,1/16/2025 9:39,1/16/2025,trung_tinh,,trung_tinh,duyen
331,FPT,https://cafef.vn/diem-chung-dang-kinh-ngac-cua-nvidia-va-fpt-18824112207292306.chn,11/22/2024 7:29,11/22/2024,trung_tinh,,trung_tinh,duyen
332,HPG,https://cafef.vn/vndirect-bds-trung-quoc-suy-yeu-gia-thep-co-the-tiep-tuc-giam-se-anh-huong-den-hoa-phat-188241212003619672.chn,12/12/2024 0:36,12/12/2024,tieu_cuc,,tieu_cuc,duyen
333,BCM,https://cafef.vn/tin-moi-ve-thuong-vu-dau-gia-co-phan-lon-nhat-lich-su-chung-khoan-188250609080848753.chn,6/9/2025 8:08,6/9/2025,trung_tinh,,trung_tinh,duyen
334,VIC,https://cafef.vn/vingroup-de-xuat-du-an-dien-gio-45-ty-usd-o-khu-vuc-dong-bang-song-cuu-long-188250410134059783.chn,4/10/2025 13:40,4/10/2025,trung_tinh,,trung_tinh,duyen
335,VHM,https://cafef.vn/vinhomes-da-mua-mot-cong-ty-bds-cua-dai-gia-ca-tam-le-anh-duc-18823100210572231.chn,10/2/2023 10:57,10/2/2023,,trung_tinh,trung_tinh,an
336,MSN,https://cafef.vn/chu-tich-masan-nguyen-dang-quang-tro-lai-danh-sach-ty-phu-usd-188250626204109033.chn,6/26/2025 20:40,6/27/2025,trung_tinh,,trung_tinh,duyen
337,SHB,https://cafef.vn/co-phieu-nha-bau-hien-khuay-dong-san-chung-khoan-188250515143647517.chn,5/15/2025 14:36,5/15/2025,trung_tinh,trung_tinh,trung_tinh,nhat_tri
338,SHB,https://cafef.vn/vua-chi-gan-tram-ty-mua-shs-ong-do-quang-vinh-du-kien-chi-tiep-1100-ty-mua-co-phieu-shb-188240413185211243.chn,4/13/2024 18:45,4/15/2024,trung_tinh,tich_cuc,tich_cuc,bat_dong_uu_tien_an
339,FPT,https://cafef.vn/tang-gan-70-tu-dau-nam-tai-san-cua-ong-truong-gia-binh-va-cac-lanh-dao-chu-chot-fpt-can-moc-1-ty-usd-188241013074438253.chn,10/13/2024 7:44,10/14/2024,,trung_tinh,trung_tinh,an
340,BID,https://cafef.vn/co-phieu-bid-tang-kich-tran-lap-dinh-moi-von-hoa-bidv-vuot-moc-300000-ty-dong-18824022313453911.chn,2/23/2024 13:46,2/23/2024,,trung_tinh,trung_tinh,an
341,STB,https://cafef.vn/quy-ngoai-ho-vnindex-len-3200-diem-co-co-phieu-top-1-danh-muc-vua-tang-tran-188251222131323074.chn,12/22/2025 13:13,12/22/2025,tich_cuc,trung_tinh,trung_tinh,bat_dong_uu_tien_an
342,VHM,https://cafef.vn/vinhomes-tach-cong-ty-trong-mang-khu-cong-nghiep-ra-lam-3-cong-ty-con-moi-tong-von-18500-ty-dong-188241105122953215.chn,11/5/2024 12:43,11/5/2024,,trung_tinh,trung_tinh,an
343,SHB,https://cafef.vn/dragon-capital-kim-hanwha-lifevina-capital-va-hang-loat-quy-lon-tham-gia-rot-von-vao-shb-188260312082743664.chn,3/12/2026 8:27,3/12/2026,trung_tinh,,trung_tinh,duyen
344,MWG,https://cafef.vn/ong-nguyen-duc-tai-noi-chua-thay-nha-thuoc-nao-tiem-chung-thuc-te-loat-ong-lon-the-gioi-cvs-walgreens-da-lam-tu-lau-188250506225922625.chn,5/7/2025 0:01,5/7/2025,,trung_tinh,trung_tinh,an
345,BID,https://cafef.vn/he-lo-doanh-thu-va-loi-nhuan-cua-cac-doanh-nghiep-lon-nhat-viet-nam-188231122003947195.chn,11/22/2023 0:39,11/22/2023,,trung_tinh,trung_tinh,an
346,VHM,https://cafef.vn/co-phieu-vinhomes-vietnam-airlines-novaland-gelex-tang-kich-tran-188250521151924787.chn,5/21/2025 15:19,5/22/2025,trung_tinh,,trung_tinh,duyen
347,MSN,https://cafef.vn/dai-dien-cua-sk-group-roi-hdqt-masan-group-sau-1-nam-188240905105048879.chn,9/5/2024 10:51,9/5/2024,trung_tinh,,trung_tinh,duyen
348,TCB,https://cafef.vn/roi-fmcg-de-dau-quan-ve-techcombank-cmo-nguoi-viet-nam-duy-nhat-lot-vao-danh-sach-top-50-cmos-apac-power-list-2-nam-lien-tiep-188250804211807972.chn,8/5/2025 8:00,8/5/2025,trung_tinh,,trung_tinh,duyen
349,VIC,https://cafef.vn/vingroup-lay-lai-vi-tri-doanh-nghiep-tu-nhan-so-1-san-chung-khoan-viet-nam-tu-tay-fpt-188250314145822501.chn,3/14/2025 14:57,3/14/2025,,trung_tinh,trung_tinh,an
350,FPT,https://cafef.vn/vietcap-doanh-thu-ky-moi-mang-cntt-nuoc-ngoai-cua-fpt-tiep-tuc-phuc-hoi-188251028112210247.chn,10/28/2025 11:22,10/28/2025,,trung_tinh,trung_tinh,an
351,MWG,https://cafef.vn/ong-nguyen-duc-tai-khang-dinh-chac-nich-2025-the-gioi-di-dong-se-mua-co-phieu-quy-chi-tra-co-tuc-tien-tuoi-cho-co-dong-188250221223423954.chn,2/22/2025 0:01,2/24/2025,trung_tinh,tich_cuc,tich_cuc,bat_dong_uu_tien_an
352,SAB,https://cafef.vn/mot-dn-bia-de-xuat-thay-quy-dinh-khong-cho-phep-co-nong-do-con-khi-lai-xe-chi-thiet-lap-gioi-han-o-mot-muc-hop-ly-188240531100910956.chn,5/31/2024 10:12,5/31/2024,,trung_tinh,trung_tinh,an
353,BCM,https://cafef.vn/goi-ten-10-dn-bat-dong-san-bao-lai-tang-manh-nhat-san-chung-khoan-quy-22025-co-cong-ty-tang-den-4009-188250802085843833.chn,8/2/2025 8:58,8/4/2025,trung_tinh,trung_tinh,trung_tinh,nhat_tri
354,MSN,https://cafef.vn/det-may-tcm-fpt-thaco-vinamilk-nutifood-tich-cuc-chi-hang-trieu-usd-thau-tom-doi-tac-ngoai-188240422110428598.chn,4/22/2024 11:27,4/22/2024,trung_tinh,,trung_tinh,duyen
355,POW,https://cafef.vn/nha-may-dien-dau-tien-tai-viet-nam-su-dung-nhien-lieu-khi-lng-von-dau-tu-ty-usd-sap-hoat-dong-188240223165833441.chn,2/23/2024 17:22,2/26/2024,trung_tinh,,trung_tinh,duyen
356,MWG,https://cafef.vn/the-gioi-di-dong-quay-xe-moi-nhan-vien-cu-tro-lai-lam-viec-manh-tay-rut-hau-bao-tang-hon-30-chi-phi-cho-nguoi-lao-dong-188250204173835063.chn,2/4/2025 18:00,2/5/2025,trung_tinh,,trung_tinh,duyen
357,FPT,https://cafef.vn/co-phieu-fpt-lai-vuot-dinh-nhu-mot-thoi-quen-gia-tri-tap-doan-cong-nghe-so-1-viet-nam-vuot-vietinbank-techcombank-vpbank-188240604154013915.chn,6/4/2024 15:41,6/5/2024,,tich_cuc,tich_cuc,an
358,HPG,https://cafef.vn/hoa-phat-cua-ty-phu-tran-dinh-long-vay-no-ky-luc-hon-60000-ty-rot-vao-qua-dam-thep-dung-quat-2-188250126230946347.chn,1/27/2025 0:01,1/27/2025,trung_tinh,,trung_tinh,duyen
359,MWG,https://cafef.vn/the-gioi-di-dong-bao-lai-nam-2024-cao-gap-22-lan-loat-chuoi-cua-hang-bach-hoa-xanh-erablue-avakids-mang-tien-ve-cho-me-188250124111250757.chn,1/24/2025 11:13,1/24/2025,,tich_cuc,tich_cuc,an
360,FPT,https://cafef.vn/ong-do-cao-bao-nho-co-ai-fpt-va-viet-nam-dang-co-lan-dau-cung-diem-xuat-phat-voi-cac-quoc-gia-tren-the-gioi-188240707170231739.chn,7/7/2024 19:50,7/8/2024,trung_tinh,trung_tinh,trung_tinh,nhat_tri
361,MWG,https://cafef.vn/7-nam-sau-that-bai-cua-vuivuicom-ong-nguyen-duc-tai-da-du-tu-tin-tro-lai-doi-dau-shopee-tiktok-shop-trong-cuoc-choi-tmdt-188250614224819412.chn,6/15/2025 0:04,6/16/2025,trung_tinh,,trung_tinh,duyen
362,VHM,https://cafef.vn/vinhomes-chi-hon-3600-ty-dong-tat-toan-2-lo-trai-phieu-188251021145851046.chn,10/21/2025 15:27,10/22/2025,trung_tinh,,trung_tinh,duyen
363,MWG,https://cafef.vn/tong-giam-doc-mwg-noi-gi-ve-ke-hoach-mo-rong-sang-indonesia-va-thi-truong-moi-188260212074208429.chn,2/12/2026 7:42,2/12/2026,,trung_tinh,trung_tinh,an
364,MSN,https://cafef.vn/quy-dau-tu-chinh-phu-singapore-chinh-thuc-khong-con-la-co-dong-lon-cua-masan-group-188240322200944866.chn,3/23/2024 8:41,3/25/2024,,tieu_cuc,tieu_cuc,an
365,SSI,https://cafef.vn/chua-bao-gio-viet-nam-co-nhieu-cong-ty-chung-khoan-ty-usd-von-hoa-nhu-hien-nay-188250817230708635.chn,8/18/2025 0:08,8/18/2025,trung_tinh,,trung_tinh,duyen
366,VHM,https://cafef.vn/cong-ty-con-cua-vinhomes-muon-dau-tu-gan-900-ty-dong-de-xay-san-golf-21-lo-tai-quang-ninh-188250618114606363.chn,6/18/2025 11:45,6/18/2025,trung_tinh,,trung_tinh,duyen
367,VHM,https://cafef.vn/vinfast-bat-tang-36-sau-mot-tuan-co-phieu-vic-vhm-vre-dong-loat-khoi-sac-sau-cuoc-gap-cua-ty-phu-pham-nhat-vuong-voi-ty-phu-an-do-188231109095815488.chn,11/9/2023 10:59,11/9/2023,tich_cuc,trung_tinh,trung_tinh,bat_dong_uu_tien_an
368,HPG,https://cafef.vn/khop-lenh-dien-cuong-tai-hoa-phat-26-trieu-co-phieu-chot-trong-30-phut-phat-co-nhom-thep-cung-boc-dau-188250530104356109.chn,5/30/2025 10:42,5/30/2025,trung_tinh,,trung_tinh,duyen
369,VPB,https://cafef.vn/he-so-car-dat-17-vpbank-di-dau-ve-he-so-an-toan-von-nam-2023-188240130194651846.chn,1/30/2024 20:00,1/31/2024,tich_cuc,trung_tinh,trung_tinh,bat_dong_uu_tien_an
370,MWG,https://cafef.vn/buon-cua-the-gioi-di-dong-tung-mo-2-cua-hang-tren-cung-mot-con-pho-de-do-qua-tai-gio-phai-dong-bot-1-vi-tro-thanh-ke-an-bam-188231127161250506.chn,11/27/2023 16:12,11/28/2023,,trung_tinh,trung_tinh,an
371,SHB,https://cafef.vn/tap-doan-tt-cua-bau-hien-muon-ban-745-trieu-co-phieu-shb-188240508200935977.chn,5/8/2024 20:09,5/9/2024,trung_tinh,trung_tinh,trung_tinh,nhat_tri
372,VHM,https://cafef.vn/vinhomes-tuyen-moi-gioi-bat-dong-san-quy-mo-lon-de-tu-ban-hang-188240109123507527.chn,1/9/2024 12:42,1/9/2024,,trung_tinh,trung_tinh,an
373,VRE,https://cafef.vn/doanh-nghiep-so-huu-he-thong-trung-tam-thuong-mai-lon-nhat-viet-nam-bao-lai-quy-3-tang-66-so-voi-cung-ky-nam-truoc-188231024111703943.chn,10/24/2023 11:17,10/24/2023,,tich_cuc,tich_cuc,an
374,SAB,https://cafef.vn/sabeco-sab-gap-kho-khi-nhieu-ho-kinh-doanh-dong-cua-no-luc-tim-kenh-phan-phoi-moi-18825110807332259.chn,11/8/2025 7:33,11/10/2025,tieu_cuc,,tieu_cuc,duyen
375,POW,https://cafef.vn/nt2-chot-quyen-chia-co-tuc-bang-tien-pv-power-sap-bo-tui-120-ty-dong-188240304093335766.chn,3/4/2024 9:28,3/4/2024,trung_tinh,,trung_tinh,duyen
376,SSB,https://cafef.vn/mot-ngan-hang-bao-lai-quy-12025-tang-toi-189-188250416175014417.chn,4/16/2025 17:50,4/17/2025,tich_cuc,,tich_cuc,duyen
377,VHM,https://cafef.vn/vinhomes-rot-21000-ty-dong-xay-nha-xuong-cho-thue-danh-cho-vinfast-tai-ha-tinh-can-toi-15000-lao-dong-188250929152455137.chn,9/29/2025 15:24,9/30/2025,,trung_tinh,trung_tinh,an
378,VJC,https://cafef.vn/vietjet-dat-ke-hoach-van-chuyen-27-trieu-luot-khach-nam-2024-chia-co-tuc-25-188240426194323296.chn,4/26/2024 21:42,4/29/2024,trung_tinh,,trung_tinh,duyen
379,VRE,https://cafef.vn/nu-tuong-than-can-voi-ty-phu-pham-nhat-vuong-tro-thanh-chu-tich-vincom-retail-188240424151118688.chn,4/24/2024 16:22,4/25/2024,trung_tinh,,trung_tinh,duyen
380,VHM,https://cafef.vn/bat-ngo-voi-thu-lao-cua-ong-chu-cac-doanh-nghiep-dia-oc-tham-chi-nguoi-giau-nhat-viet-nam-chi-duoc-tra-luong-0-dong-188240307231016446.chn,4/16/2024 14:55,4/16/2024,trung_tinh,trung_tinh,trung_tinh,nhat_tri
381,FPT,https://cafef.vn/fpt-tiep-tuc-pha-dinh-loi-nhuan-trong-quy-3-tang-truong-gan-20-so-voi-cung-ky-nam-truoc-188231017101044113.chn,10/17/2023 10:10,10/17/2023,tich_cuc,,tich_cuc,duyen
382,VIC,https://cafef.vn/nong-vingroup-muon-rot-14-ty-usd-dau-tu-du-an-khu-ben-cang-va-trung-tam-logistics-tai-hai-phong-188250804091708309.chn,8/4/2025 9:17,8/4/2025,,trung_tinh,trung_tinh,an
383,VHM,https://cafef.vn/vinhomes-len-ke-hoach-phat-hanh-trai-phieu-188240325092208254.chn,3/25/2024 9:14,3/25/2024,trung_tinh,,trung_tinh,duyen
384,HPG,https://cafef.vn/hoa-phat-lap-ky-luc-nop-ngan-sach-13400-ty-dong-tang-gap-ruoi-188250304150258401.chn,3/4/2025 15:02,3/5/2025,trung_tinh,,trung_tinh,duyen
385,MWG,https://cafef.vn/uoc-tinh-dong-200-cua-hang-tai-viet-nam-trong-3-thang-cuoi-nam-2023-the-gioi-di-dong-vua-khai-truong-cua-hang-erablue-thu-50-tai-indonesia-188240125154054776.chn,1/25/2024 15:38,1/26/2024,trung_tinh,,trung_tinh,duyen
386,FPT,https://cafef.vn/da-nang-cong-nhan-fpt-la-doi-tac-chien-luoc-188250428104448053.chn,4/28/2025 10:44,4/28/2025,,trung_tinh,trung_tinh,an
387,VIC,https://cafef.vn/chung-khoan-viet-nam-hoi-gan-40-diem-tu-day-co-phieu-vingroup-ganh-thi-truong-188250404103957969.chn,4/4/2025 10:39,4/4/2025,,trung_tinh,trung_tinh,an
388,VRE,https://cafef.vn/vincom-retail-tung-them-3-tttm-trong-nam-2025-tang-120000-m2-san-cho-thue-188250108085801338.chn,1/8/2025 8:58,1/8/2025,,trung_tinh,trung_tinh,an
389,HPG,https://cafef.vn/qua-nhanh-con-trai-chu-tich-tran-dinh-long-dang-ky-mua-50-trieu-co-phieu-hpg-khi-gia-cham-day-6-thang-18826030920320776.chn,3/9/2026 20:32,3/10/2026,,trung_tinh,trung_tinh,an
390,VNM,https://cafef.vn/tang-120-tu-dau-nam-von-hoa-masan-consumer-vuot-qua-vinamilk-tro-thanh-cong-ty-lon-nhat-nganh-thuc-pham-do-uong-tren-san-chung-khoan-188240601185314302.chn,6/2/2024 8:16,6/3/2024,trung_tinh,,trung_tinh,duyen
391,HPG,https://cafef.vn/ong-thep-hoa-phat-lan-dau-tien-tham-nhap-vao-chuoi-ban-le-cua-quoc-gia-kho-tinh-hang-dau-chau-a-188240229091311299.chn,2/29/2024 9:13,2/29/2024,,trung_tinh,trung_tinh,an
392,VJC,https://cafef.vn/vietjet-cong-bo-bctc-kiem-toan-2025-tang-truong-loi-nhuan-vuot-ke-hoach-mo-rong-dich-vu-va-thi-truong-quoc-te-188260330224159241.chn,3/30/2026 22:44,3/31/2026,tich_cuc,,tich_cuc,duyen
393,HPG,https://cafef.vn/loat-dn-thep-bds-det-may-bao-hiem-bao-kqkd-q32024-hoa-phat-giu-doanh-thu-tren-30000-ty-doanh-thu-phat-dat-hon-2-ty-nhung-lai-51-ty-188241012074919411.chn,10/12/2024 7:49,10/14/2024,,trung_tinh,trung_tinh,an
394,VIC,https://cafef.vn/20-nguoi-giau-nhat-san-chung-khoan-tai-san-ty-phu-tran-dinh-long-tang-them-nghin-ty-ong-nguyen-van-tuan-tang-manh-nhat-tu-dau-thang-7-18825070509452767.chn,7/5/2025 9:43,7/7/2025,,trung_tinh,trung_tinh,an
395,PLX,https://cafef.vn/petrolimex-va-pjico-lam-an-ra-sao-duoi-thoi-ong-dao-nam-hai-188250508115251981.chn,5/8/2025 13:55,5/8/2025,,trung_tinh,trung_tinh,an
396,TCB,https://cafef.vn/sapo-va-techcombank-hop-tac-chien-luoc-nang-tam-giai-phap-tai-chinh-so-188240624201756074.chn,6/24/2024 20:30,6/25/2024,,trung_tinh,trung_tinh,an
397,SSI,https://cafef.vn/ssi-hoan-tat-tang-von-dieu-le-len-gan-20000-ty-lay-lai-vi-tri-so-1-ve-quy-mo-von-nganh-chung-khoan-188241225165323795.chn,12/25/2024 16:53,12/26/2024,trung_tinh,trung_tinh,trung_tinh,nhat_tri
398,HPG,https://cafef.vn/10-cau-hoi-cho-ong-tran-dinh-long-truoc-them-dhcd-hoa-phat-chong-ban-pha-gia-cac-sieu-du-an-chuyen-giao-the-he-188250416110922632.chn,4/16/2025 11:09,4/16/2025,trung_tinh,,trung_tinh,duyen
399,ACB,https://cafef.vn/cong-bo-100-doanh-nghiep-tu-nhan-nop-ngan-sach-lon-nhat-viet-nam-tong-nop-244400-ty-dong-48-don-vi-nop-tren-nghin-ty-188250817184036191.chn,8/18/2025 8:08,8/18/2025,trung_tinh,,trung_tinh,duyen
400,VCB,https://cafef.vn/vietcombank-bo-nhiem-ke-toan-truong-moi-188231208105628686.chn,12/8/2023 10:58,12/8/2023,trung_tinh,,trung_tinh,duyen
401,MWG,https://cafef.vn/chu-tich-mwg-nguyen-duc-tai-noi-ve-cach-bach-hoa-xanh-dam-bao-chat-luong-hang-chon-ban-co-tam-ma-choi-188250427221342295.chn,4/28/2025 0:05,4/28/2025,trung_tinh,,trung_tinh,duyen
402,MWG,https://cafef.vn/bach-hoa-xanh-tuyen-bo-hoa-von-sau-nhieu-nam-lo-hen-quyen-giam-doc-pham-van-trong-sap-duoc-nhan-luong-sau-1-nam-cong-hien-khong-luong-188240130154233508.chn,1/30/2024 15:45,1/31/2024,,trung_tinh,trung_tinh,an
403,POW,https://cafef.vn/du-an-dien-khi-lng-dau-tien-cua-viet-nam-cham-tien-do-vi-van-de-thue-dat-co-phieu-pv-power-pow-van-tang-boc-dau-dieu-gi-dang-xay-ra-188240603223643971.chn,6/4/2024 0:02,6/4/2024,trung_tinh,,trung_tinh,duyen
404,VIC,https://cafef.vn/vingroup-cua-ty-phu-pham-nhat-vuong-dat-moc-doanh-thu-ky-luc-188250124211955341.chn,1/24/2025 21:19,1/27/2025,,tich_cuc,tich_cuc,an
405,VIC,https://cafef.vn/ong-pham-nhat-vuong-thanh-lap-cong-ty-moi-bom-tan-o-linh-vuc-ma-viet-nam-nam-top-12-tg-hang-dau-asean-188251006220115147.chn,10/6/2025 22:00,10/7/2025,,trung_tinh,trung_tinh,an
406,FPT,https://cafef.vn/fpt-choi-lon-tai-nhat-ban-mua-them-1-toa-nha-400m2-o-trung-tam-tokyo-188250225115705224.chn,2/25/2025 11:57,2/25/2025,trung_tinh,,trung_tinh,duyen
407,VIC,https://cafef.vn/da-can-gio-3-mat-giap-bien-cua-vingroup-dau-tu-3200-ty-dong-xay-luong-tam-dai-29000m-de-chuyen-nguyen-vat-lieu-tau-22000-tan-va-tau-5000-tan-co-the-chay-cung-luc-188250923074359519.chn,9/23/2025 7:43,9/23/2025,,trung_tinh,trung_tinh,an
408,VPB,https://cafef.vn/vpbank-cong-bo-danh-sach-co-dong-so-huu-tren-1-von-hai-quy-ngoai-va-nguoi-lien-quan-nam-giu-hon-62-co-phan-188240723161506536.chn,7/23/2024 16:11,7/24/2024,,trung_tinh,trung_tinh,an
409,HPG,https://cafef.vn/bat-ngo-hung-yen-sieu-du-an-20-nam-cua-hoa-phat-thuc-giac-voi-14-ty-usd-keo-theo-dong-von-ky-luc-45-ty-usd-18825061109455179.chn,6/11/2025 9:47,6/11/2025,tieu_cuc,trung_tinh,trung_tinh,bat_dong_uu_tien_an
410,FPT,https://cafef.vn/tin-vui-cho-co-dong-fpt-tang-truong-loi-nhuan-tro-lai-muc-20-188250617231923208.chn,6/18/2025 0:01,6/18/2025,tich_cuc,,tich_cuc,duyen
411,TCB,https://cafef.vn/neu-nha-dau-tu-ngoai-so-huu-89-von-roi-di-techcombank-se-can-nhac-ban-15-co-phan-cho-nha-dau-tu-chien-luoc-moi-188241128143910927.chn,11/28/2024 14:39,11/28/2024,,trung_tinh,trung_tinh,an
412,VNM,https://cafef.vn/thaibev-cua-ty-phu-thai-lan-nhan-hon-3000-ty-dong-co-tuc-tu-vinamilk-trong-2-nam-188260101224710798.chn,1/2/2026 0:07,1/2/2026,,trung_tinh,trung_tinh,an
413,FPT,https://cafef.vn/fpt-tung-bo-tien-mua-90-co-phan-mot-hop-tac-xa-may-nhung-mat-sach-ca-von-phai-tu-bo-linh-vuc-cot-loi-thuo-dau-188240311235755272.chn,3/14/2024 0:05,3/14/2024,trung_tinh,,trung_tinh,duyen
